FB-0001,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,Yelp,2026-05-06,disappointed by an out-of-stock item or a wrong order,the Guatemala Geisha whole bean bags being sold out
FB-0002,STR-001,Charlie's Coffee - SoMa,own_store,94103,3,Yelp,2026-04-18,"mixed: praises the food, criticises parking or seating",the pastry case
FB-0003,STR-001,Charlie's Coffee - SoMa,own_store,94103,4,Yelp,2026-08-29,"neutral, focused on remote work, wifi and power outlets",the pastry case
FB-0004,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,DoorDash,2026-04-21,disappointed by an out-of-stock item or a wrong order,the Guatemala Geisha whole bean bags being sold out
FB-0005,STR-001,Charlie's Coffee - SoMa,own_store,94103,4,DoorDash,2026-04-06,"neutral, focused on remote work, wifi and power outlets",the cold brew program
FB-0006,STR-001,Charlie's Coffee - SoMa,own_store,94103,5,Yelp,2026-09-01,enthusiastic and specific about the drinks,seating and noise level
FB-0007,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,Yelp,2026-06-26,disappointed by an out-of-stock item or a wrong order,the Guatemala Geisha whole bean bags being sold out
FB-0008,STR-001,Charlie's Coffee - SoMa,own_store,94103,4,Yelp,2026-05-20,positive but frustrated by the wait time,parking and access
FB-0009,STR-001,Charlie's Coffee - SoMa,own_store,94103,5,Google Maps,2026-04-13,enthusiastic and specific about the drinks,the staff and service speed
FB-0010,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,DoorDash,2026-04-27,disappointed by an out-of-stock item or a wrong order,the Guatemala Geisha whole bean bags being sold out
FB-0011,STR-001,Charlie's Coffee - SoMa,own_store,94103,4,DoorDash,2026-05-12,positive but frustrated by the wait time,seating and noise level
FB-0012,STR-001,Charlie's Coffee - SoMa,own_store,94103,5,DoorDash,2026-08-29,enthusiastic and specific about the drinks,the staff and service speed
FB-0013,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,Yelp,2026-07-01,disappointed by an out-of-stock item or a wrong order,the Guatemala Geisha whole bean bags being sold out
FB-0014,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,DoorDash,2026-07-19,disappointed by an out-of-stock item or a wrong order,the cold brew program
FB-0015,STR-001,Charlie's Coffee - SoMa,own_store,94103,4,DoorDash,2026-06-26,"neutral, focused on remote work, wifi and power outlets",the staff and service speed
FB-0016,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,DoorDash,2026-07-20,disappointed by an out-of-stock item or a wrong order,the Guatemala Geisha whole bean bags being sold out
FB-0017,STR-001,Charlie's Coffee - SoMa,own_store,94103,4,Google Maps,2026-04-22,"neutral, focused on remote work, wifi and power outlets",parking and access
FB-0018,STR-001,Charlie's Coffee - SoMa,own_store,94103,5,Google Maps,2026-03-19,enthusiastic and specific about the drinks,seating and noise level
FB-0019,STR-001,Charlie's Coffee - SoMa,own_store,94103,2,DoorDash,2026-08-18,disappointed by an out-of-stock item or a wrong order,the Guatemala Geisha whole bean bags being sold out
FB-0020,STR-001,Charlie's Coffee - SoMa,own_store,94103,3,Google Maps,2026-05-04,"mixed: praises the food, criticises parking or seating",the pastry case
FB-0021,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,Yelp,2026-03-25,disappointed by an out-of-stock item or a wrong order,the Oat Milk Lavender Latte being unavailable because the oat milk ran out
FB-0022,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,Yelp,2026-05-22,disappointed by an out-of-stock item or a wrong order,the pastry case
FB-0023,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,DoorDash,2026-03-21,disappointed by an out-of-stock item or a wrong order,the pastry case
FB-0024,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,DoorDash,2026-04-10,disappointed by an out-of-stock item or a wrong order,the Oat Milk Lavender Latte being unavailable because the oat milk ran out
FB-0025,STR-002,Charlie's Coffee - Mission District,own_store,94110,4,Google Maps,2026-05-18,"neutral, focused on remote work, wifi and power outlets",the cold brew program
FB-0026,STR-002,Charlie's Coffee - Mission District,own_store,94110,5,Google Maps,2026-03-21,enthusiastic and specific about the drinks,seating and noise level
FB-0027,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,DoorDash,2026-05-01,disappointed by an out-of-stock item or a wrong order,the Oat Milk Lavender Latte being unavailable because the oat milk ran out
FB-0028,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,DoorDash,2026-06-11,disappointed by an out-of-stock item or a wrong order,the cold brew program
FB-0029,STR-002,Charlie's Coffee - Mission District,own_store,94110,5,Yelp,2026-05-22,enthusiastic and specific about the drinks,the espresso quality
FB-0030,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,Yelp,2026-08-19,disappointed by an out-of-stock item or a wrong order,the Oat Milk Lavender Latte being unavailable because the oat milk ran out
FB-0031,STR-002,Charlie's Coffee - Mission District,own_store,94110,4,DoorDash,2026-08-30,positive but frustrated by the wait time,seating and noise level
FB-0032,STR-002,Charlie's Coffee - Mission District,own_store,94110,4,Google Maps,2026-04-28,"neutral, focused on remote work, wifi and power outlets",the pastry case
FB-0033,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,DoorDash,2026-06-09,disappointed by an out-of-stock item or a wrong order,the Oat Milk Lavender Latte being unavailable because the oat milk ran out
FB-0034,STR-002,Charlie's Coffee - Mission District,own_store,94110,4,DoorDash,2026-08-23,positive but frustrated by the wait time,the espresso quality
FB-0035,STR-002,Charlie's Coffee - Mission District,own_store,94110,5,DoorDash,2026-07-20,enthusiastic and specific about the drinks,the espresso quality
FB-0036,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,Google Maps,2026-07-16,disappointed by an out-of-stock item or a wrong order,the Oat Milk Lavender Latte being unavailable because the oat milk ran out
FB-0037,STR-002,Charlie's Coffee - Mission District,own_store,94110,4,DoorDash,2026-06-24,"neutral, focused on remote work, wifi and power outlets",the espresso quality
FB-0038,STR-002,Charlie's Coffee - Mission District,own_store,94110,4,DoorDash,2026-07-10,positive but frustrated by the wait time,the pastry case
FB-0039,STR-002,Charlie's Coffee - Mission District,own_store,94110,2,Yelp,2026-07-04,disappointed by an out-of-stock item or a wrong order,the Oat Milk Lavender Latte being unavailable because the oat milk ran out
FB-0040,STR-002,Charlie's Coffee - Mission District,own_store,94110,3,Yelp,2026-07-01,"mixed: praises the food, criticises parking or seating",the cold brew program
FB-0041,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,Yelp,2026-07-23,disappointed by an out-of-stock item or a wrong order,the Ceremonial Matcha Latte running out by early afternoon
FB-0042,STR-003,Charlie's Coffee - North Beach,own_store,94133,4,Google Maps,2026-03-23,"neutral, focused on remote work, wifi and power outlets",the espresso quality
FB-0043,STR-003,Charlie's Coffee - North Beach,own_store,94133,4,Google Maps,2026-05-07,positive but frustrated by the wait time,the staff and service speed
FB-0044,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,Google Maps,2026-08-27,disappointed by an out-of-stock item or a wrong order,the Ceremonial Matcha Latte running out by early afternoon
FB-0045,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,Google Maps,2026-05-05,disappointed by an out-of-stock item or a wrong order,the pastry case
FB-0046,STR-003,Charlie's Coffee - North Beach,own_store,94133,4,DoorDash,2026-05-27,"neutral, focused on remote work, wifi and power outlets",the pastry case
FB-0047,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,DoorDash,2026-05-27,disappointed by an out-of-stock item or a wrong order,the Ceremonial Matcha Latte running out by early afternoon
FB-0048,STR-003,Charlie's Coffee - North Beach,own_store,94133,5,DoorDash,2026-04-07,enthusiastic and specific about the drinks,parking and access
FB-0049,STR-003,Charlie's Coffee - North Beach,own_store,94133,4,DoorDash,2026-06-26,positive but frustrated by the wait time,the pastry case
FB-0050,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,DoorDash,2026-04-20,disappointed by an out-of-stock item or a wrong order,the Ceremonial Matcha Latte running out by early afternoon
FB-0051,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,DoorDash,2026-05-04,disappointed by an out-of-stock item or a wrong order,seating and noise level
FB-0052,STR-003,Charlie's Coffee - North Beach,own_store,94133,3,Yelp,2026-08-05,"mixed: praises the food, criticises parking or seating",the staff and service speed
FB-0053,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,DoorDash,2026-05-14,disappointed by an out-of-stock item or a wrong order,the Ceremonial Matcha Latte running out by early afternoon
FB-0054,STR-003,Charlie's Coffee - North Beach,own_store,94133,5,Yelp,2026-07-24,enthusiastic and specific about the drinks,the espresso quality
FB-0055,STR-003,Charlie's Coffee - North Beach,own_store,94133,4,Yelp,2026-07-24,"neutral, focused on remote work, wifi and power outlets",the staff and service speed
FB-0056,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,Yelp,2026-03-06,disappointed by an out-of-stock item or a wrong order,the Ceremonial Matcha Latte running out by early afternoon
FB-0057,STR-003,Charlie's Coffee - North Beach,own_store,94133,4,DoorDash,2026-07-02,positive but frustrated by the wait time,the staff and service speed
FB-0058,STR-003,Charlie's Coffee - North Beach,own_store,94133,5,Google Maps,2026-04-04,enthusiastic and specific about the drinks,the pastry case
FB-0059,STR-003,Charlie's Coffee - North Beach,own_store,94133,2,Yelp,2026-07-28,disappointed by an out-of-stock item or a wrong order,the Ceremonial Matcha Latte running out by early afternoon
FB-0060,STR-003,Charlie's Coffee - North Beach,own_store,94133,4,Yelp,2026-08-12,"neutral, focused on remote work, wifi and power outlets",the cold brew program
FB-0061,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,2,Google Maps,2026-07-19,disappointed by an out-of-stock item or a wrong order,the cold brew program
FB-0062,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,5,Yelp,2026-05-02,enthusiastic and specific about the drinks,the espresso quality
FB-0063,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,3,Yelp,2026-07-04,"mixed: praises the food, criticises parking or seating",seating and noise level
FB-0064,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,2,Yelp,2026-06-02,disappointed by an out-of-stock item or a wrong order,the cold brew program
FB-0065,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,5,Google Maps,2026-04-21,enthusiastic and specific about the drinks,parking and access
FB-0066,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,Google Maps,2026-08-08,positive but frustrated by the wait time,the pastry case
FB-0067,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,3,Google Maps,2026-05-22,"mixed: praises the food, criticises parking or seating",seating and noise level
FB-0068,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,3,Yelp,2026-03-20,"mixed: praises the food, criticises parking or seating",the pastry case
FB-0069,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,Google Maps,2026-05-28,"neutral, focused on remote work, wifi and power outlets",the staff and service speed
FB-0070,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,DoorDash,2026-07-06,"neutral, focused on remote work, wifi and power outlets",the pastry case
FB-0071,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,5,Yelp,2026-09-01,enthusiastic and specific about the drinks,the staff and service speed
FB-0072,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,Google Maps,2026-09-01,positive but frustrated by the wait time,parking and access
FB-0073,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,Yelp,2026-03-18,"neutral, focused on remote work, wifi and power outlets",the espresso quality
FB-0074,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,5,DoorDash,2026-06-11,enthusiastic and specific about the drinks,seating and noise level
FB-0075,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,5,DoorDash,2026-03-28,enthusiastic and specific about the drinks,seating and noise level
FB-0076,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,DoorDash,2026-07-20,positive but frustrated by the wait time,the pastry case
FB-0077,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,5,Google Maps,2026-03-11,enthusiastic and specific about the drinks,the espresso quality
FB-0078,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,Google Maps,2026-07-09,"neutral, focused on remote work, wifi and power outlets",parking and access
FB-0079,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,Yelp,2026-07-31,positive but frustrated by the wait time,parking and access
FB-0080,STR-004,Charlie's Coffee - Hayes Valley,own_store,94102,4,DoorDash,2026-08-18,"neutral, focused on remote work, wifi and power outlets",the espresso quality
FB-0081,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,4,Yelp,2026-04-14,positive but frustrated by the wait time,the cold brew program
FB-0082,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,3,Yelp,2026-05-20,"mixed: praises the food, criticises parking or seating",the cold brew program
FB-0083,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,3,Google Maps,2026-07-21,"mixed: praises the food, criticises parking or seating",the cold brew program
FB-0084,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,4,DoorDash,2026-08-01,"neutral, focused on remote work, wifi and power outlets",the pastry case
FB-0085,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,2,DoorDash,2026-06-28,disappointed by an out-of-stock item or a wrong order,seating and noise level
FB-0086,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,5,Google Maps,2026-04-03,enthusiastic and specific about the drinks,the espresso quality
FB-0087,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,5,Google Maps,2026-08-30,enthusiastic and specific about the drinks,the cold brew program
FB-0088,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,3,DoorDash,2026-06-22,"mixed: praises the food, criticises parking or seating",parking and access
FB-0089,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,2,Google Maps,2026-03-27,disappointed by an out-of-stock item or a wrong order,the cold brew program
FB-0090,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,5,DoorDash,2026-07-22,enthusiastic and specific about the drinks,the cold brew program
FB-0091,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,2,Google Maps,2026-07-13,disappointed by an out-of-stock item or a wrong order,the staff and service speed
FB-0092,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,2,Google Maps,2026-07-16,disappointed by an out-of-stock item or a wrong order,the cold brew program
FB-0093,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,4,Yelp,2026-03-31,positive but frustrated by the wait time,parking and access
FB-0094,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,3,Yelp,2026-03-30,"mixed: praises the food, criticises parking or seating",the pastry case
FB-0095,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,2,DoorDash,2026-05-23,disappointed by an out-of-stock item or a wrong order,the espresso quality
FB-0096,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,3,Yelp,2026-04-24,"mixed: praises the food, criticises parking or seating",seating and noise level
FB-0097,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,4,Google Maps,2026-05-31,"neutral, focused on remote work, wifi and power outlets",the pastry case
FB-0098,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,4,Google Maps,2026-07-23,"neutral, focused on remote work, wifi and power outlets",the pastry case
FB-0099,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,5,Google Maps,2026-06-05,enthusiastic and specific about the drinks,the cold brew program
FB-0100,STR-005,Charlie's Coffee - Inner Richmond,own_store,94118,3,Yelp,2026-03-20,"mixed: praises the food, criticises parking or seating",the cold brew program
FB-0101,STR-006,Charlie's Coffee - Marina,own_store,94123,4,DoorDash,2026-07-09,positive but frustrated by the wait time,the pastry case
FB-0102,STR-006,Charlie's Coffee - Marina,own_store,94123,4,Yelp,2026-07-29,"neutral, focused on remote work, wifi and power outlets",the espresso quality
FB-0103,STR-006,Charlie's Coffee - Marina,own_store,94123,5,DoorDash,2026-05-28,enthusiastic and specific about the drinks,the staff and service speed
FB-0104,STR-006,Charlie's Coffee - Marina,own_store,94123,5,Yelp,2026-03-09,enthusiastic and specific about the drinks,the espresso quality
FB-0105,STR-006,Charlie's Coffee - Marina,own_store,94123,2,Yelp,2026-03-18,disappointed by an out-of-stock item or a wrong order,the pastry case
FB-0106,STR-006,Charlie's Coffee - Marina,own_store,94123,4,DoorDash,2026-04-23,positive but frustrated by the wait time,seating and noise level
FB-0107,STR-006,Charlie's Coffee - Marina,own_store,94123,4,Yelp,2026-05-04,positive but frustrated by the wait time,seating and noise level
FB-0108,STR-006,Charlie's Coffee - Marina,own_store,94123,5,Yelp,2026-08-29,enthusiastic and specific about the drinks,the cold brew program
